ticker,name,sector,industry,mcap,exch
BRO,Brown & Brown Inc.,Financials,Insurance Brokers,22933211136.0,NYQ
BROS,Dutch Bros Inc. Class A,Consumer Discretionary,Restaurants,11801610240.0,NYQ
BRSC.L,BlackRock Smaller Companies Ord,,,890406956.0,LSE
BRWM.L,BlackRock World Mining Trust Ord,,,2141450969.0,LSE
BRX,Brixmor Property Group Inc.,Real Estate,Retail REITs,9521139712.0,NYQ
BSIF.L,Bluefield Solar Income Fund Limited,Financial Services,Asset Management,734517391.0,LSE
BSX,Boston Scientific Corporation,Health Care,Health Care Equipment,66544123904.0,NYQ
BSY,Bentley Systems Incorporated Class B,Information Technology,Application Software,9621240832.0,NMS
BT-A.L,BT Group plc,Communication Services,Telecom Services,25675955079.0,LSE
BTRW.L,Barratt Redrow plc,Consumer Cyclical,Residential Construction,5544362245.0,LSE
BTSG,"BrightSpring Health Services, I",Healthcare,Health Information Services,14018739200.0,NMS
BTU,Peabody Energy Corporation,Energy,Coal & Consumable Fuels,2847261440.0,NYQ
BURL,Burlington Stores Inc.,Consumer Discretionary,Apparel Retail,20590737408.0,NYQ
BUT.L,Brunner Ord,,,872047129.0,LSE
BVI.PA,Bureau Veritas SA,Industrials,Consulting Services,13907086264.0,PAR
BWA,BorgWarner Inc.,Consumer Discretionary,Automotive Parts & Equipment,13330419712.0,NYQ
BWXT,BWX Technologies Inc.,Industrials,Aerospace & Defense,17040324608.0,NYQ
BWY.L,Bellway p.l.c.,Consumer Cyclical,Residential Construction,3002732667.0,LSE
BX,Blackstone Inc.,Financials,Asset Management & Custody Banks,150448226304.0,NYQ
BXMT,Blackstone Mortgage Trust Inc.,Financials,Mortgage REITs,2876053760.0,NYQ
BXP,BXP Inc.,Real Estate,Office REITs,11914769408.0,NYQ
BYD,Boyd Gaming Corporation,Consumer Cyclical,Resorts & Casinos,6407259648.0,NYQ
BYG.L,Big Yellow Group Plc,Real Estate,REIT - Industrial,2336585446.0,LSE
BYIT.L,Bytes Technology Group plc,Technology,Software - Infrastructure,1329122201.0,LSE
BYND,Beyond Meat Inc.,Consumer Staples,Packaged Foods,338064609.0,
BZU.MI,Buzzi S.p.A.,Basic Materials,Building Materials,8864795264.0,MIL
C,Citigroup Inc.,Financials,Diversified Banks,240128163840.0,NYQ
CA.PA,Carrefour SA,Consumer Defensive,Grocery Stores,13385277403.0,PAR
CAB,292838,,,,
CABK.MC,"CaixaBank, S.A.",Financial Services,Banks - Regional,99284587825.0,BME
CABO,Cable One Inc.,Telecommunications,Cable & Other Pay Television Services,205300550.0,
CACI,CACI International Inc. Class A,Industrials,Diversified Support Services,10746314752.0,NYQ
CAE.TO,CAE Inc.,Industrials,Aerospace & Defense,7907434496.0,TSX
CAG,ConAgra Brands Inc.,Consumer Staples,Packaged Foods & Meats,6616785920.0,NYQ
CAH,Cardinal Health Inc.,Health Care,Health Care Distributors,55225741312.0,NYQ
CAKE,The Cheesecake Factory Incorpor,Consumer Cyclical,Restaurants,4111960832.0,NMS
CAL,Caleres Inc.,Consumer Discretionary,Shoe Manufacturing,396694877.0,
CALM,Cal-Maine Foods Inc.,Consumer Staples,Packaged Foods & Meats,4185247488.0,NMS
CALX,Calix Inc,Information Technology,Application Software,2576167168.0,NYQ
CALY,Callaway Golf Company,Consumer Discretionary,Leisure Products,3307539200.0,NYQ
CAP.PA,Capgemini SE,Technology,Information Technology Services,17295292664.0,PAR
CAR,Avis Budget Group Inc.,Industrials,Passenger Ground Transportation,5517409280.0,NMS
CARG,CarGurus Inc. Class A,Communication Services,Interactive Media & Services,3082595072.0,NMS
CARR,Carrier Global Corporation,Industrials,Building Products,57592442880.0,NYQ
CARS,Cars.com Inc.,Technology,EDP Services,632346987.0,
CART,Maplebear Inc.,Consumer Cyclical,Internet Retail,11373091840.0,NMS
CASH,Pathward Financial Inc.,Financials,Regional Banks,1904758368.0,
CASY,"Caseys General Stores, Inc.",Consumer Cyclical,Specialty Retail,30337736704.0,NMS
CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Transportation Equipment,438672392192.0,NYQ
CATX,Perspective Therapeutics Inc.,Health Care,Medical/Dental Instruments,343279053.0,
CATY,Cathay General Bancorp,Financials,Regional Banks,4124692736.0,NMS
CAVA,CAVA Group Inc.,Consumer Discretionary,Restaurants,8407083008.0,NYQ
CB,Chubb Limited,Financials,Property & Casualty Insurance,134909370368.0,NYQ
CBG.L,Close Brothers Group plc,Financial Services,Banks - Regional,839642992.0,LSE
CBK.DE,Commerzbank AG,Financial Services,Banks - Regional,47712571702.0,XETR
CBOE,Cboe Global Markets Inc.,Financials,Financial Exchanges & Data,29975252313.0,
CBRE,CBRE Group Inc Common Stock Class A,Real Estate,Real Estate Services,40856694784.0,NYQ
CBRL,Cracker Barrel Old Country Store Inc,Consumer Discretionary,Restaurants,1126960613.0,
CBU,Community Financial System Inc.,Financials,Regional Banks,3509617920.0,NYQ
CC,Chemours Company (The),Materials,Diversified Chemicals,2678226944.0,NYQ
CCC.L,Computacenter plc,Technology,Information Technology Services,6409443253.0,LSE
CCEP,Coca-Cola Europacific Partners ,Consumer Defensive,Beverages - Non-Alcoholic,46863523840.0,NMS
CCEP.L,Coca-Cola Europacific Partners PLC,Consumer Defensive,Beverages - Non-Alcoholic,47146453734.0,LSE
CCH.L,Coca-Cola HBC AG,Consumer Defensive,Beverages - Non-Alcoholic,24408912359.0,LSE
CCI,Crown Castle Inc.,Real Estate,Telecom Tower REITs,34767765504.0,NYQ
CCJ,Cameco Corporation,Basic Materials,Other Metals and Minerals,41806811136.0,NYQ
CCK,Crown Holdings Inc.,Materials,Paper & Plastic Packaging Products & Materials,12456395776.0,NYQ
CCL,Carnival Corporation Ltd. Common Shares,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",36747685888.0,NYQ
CCO.TO,Cameco Corporation,Energy,Uranium,37875263378.0,TSX
CCOI,Cogent Communications Holdings Inc.,Communication Services,Alternative Carriers,631479330.0,
CCR.L,C&C Group plc,Consumer Defensive,Beverages - Brewers,492802356.0,LSE
CCS,Century Communities Inc.,Consumer Discretionary,Homebuilding,1871155662.0,
CDE,Coeur Mining Inc.,Materials,Gold,16467941376.0,NYQ
CDNS,"Cadence Design Systems, Inc.",Technology,Software - Application,105960235008.0,NMS
CDW,CDW Corporation,Information Technology,Technology Distributors,18446319616.0,NMS
CE,Celanese Corporation,Materials,Specialty Chemicals,5145366016.0,NYQ
CEG,Constellation Energy Corporation,Utilities,Electric Utilities,89768304640.0,NMS
CELH,Celsius Holdings Inc.,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,7822595072.0,NCM
CENT,Central Garden & Pet Company,Consumer Staples,Household Products,2683660800.0,NMS
CENTA,Central Garden & Pet Company Class A Common Stock Nonvoting,Consumer Staples,Household Products,2348281344.0,NMS
CENX,Century Aluminum Company,Materials,Aluminum,4421170688.0,NMS
CERT,Certara Inc.,Health Care,Health Care Technology,1053172396.0,
CF,CF Industries Holdings Inc.,Materials,Fertilizers & Agricultural Chemicals,17962334208.0,NYQ
CFFN,Capitol Federal Financial Inc.,Financials,Regional Banks,1077543530.0,
CFG,Citizens Financial Group Inc.,Financials,Regional Banks,29745514496.0,NYQ
CG,The Carlyle Group Inc.,Financials,Asset Management & Custody Banks,16094456832.0,NMS
CGC,Canopy Growth Corporation Common Shares,Health Care,Medicinal Chemicals and Botanical Products,417247834.0,
CGNX,Cognex Corporation,Information Technology,Electronic Equipment & Instruments,11116820480.0,NMS
CGT.L,Capital Gearing Ord,,,1102090570.0,LSE
CHCO,City Holding Company,Financials,Regional Banks,1873398398.0,
CHD,Church & Dwight Company Inc.,Consumer Staples,Household Products,22831886336.0,NYQ
CHDN,Churchill Downs Incorporated,Consumer Discretionary,Casinos & Gaming,5960479744.0,NMS
CHE,Chemed Corp,Health Care,Health Care Services,6485594624.0,NYQ
CHEF,The Chefs' Warehouse Inc.,Consumer Staples,Food Distributors,3906088960.0,NMS
CHG.L,Chemring Group PLC,Industrials,Aerospace & Defense,1967913043.0,LSE
CHH,Choice Hotels International Inc.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",4991765504.0,NYQ
CHRD,Chord Energy Corporation,Energy,Oil & Gas Exploration & Production,6608961024.0,NMS
CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,Integrated Freight & Logistics,22808432640.0,NMS
CHRY.L,Chrysalis Investments Limited,Financial Services,Asset Management,516347053.0,LSE
CHTR,Charter Communications Inc. Class A Common Stock New,Communication Services,Cable & Satellite,20482562048.0,NMS
CHWY,Chewy Inc. Class A,Consumer Discretionary,Other Specialty Retail,8548776960.0,NYQ
CI,The Cigna Group,Health Care,Health Care Services,77629677568.0,NYQ
CIEN,Ciena Corporation,Information Technology,Communications Equipment,65216266240.0,NYQ
CIGL,Concorde International Group Ltd,Industrials,Security & Protection Services,451701088.0,
CINF,Cincinnati Financial Corporation,Financials,Property & Casualty Insurance,27732238336.0,NMS
CKN.L,Clarkson PLC,Industrials,Marine Shipping,1964738388.0,LSE
CL,Colgate-Palmolive Company,Consumer Staples,Household Products,73809461248.0,NYQ
CLB,Core Laboratories Inc.,Energy,Oilfield Services/Equipment,511673170.0,
CLDN.L,Caledonia Investments Ord,,,2629459058.0,LSE
CLF,Cleveland-Cliffs Inc.,Materials,Steel,5361897472.0,NYQ
CLNE,Clean Energy Fuels Corp.,Utilities,Natural Gas Distribution,482291948.0,
CLNX.MC,"Cellnex Telecom, S.A.",Real Estate,Real Estate Services,18820783245.0,BME
CLS.TO,Celestica Inc.,Technology,Electronic Components,35063573436.0,TSX
CLSK,CleanSpark Inc.,Information Technology,Internet Services & Infrastructure,3297420800.0,NCM
CLX,Clorox Company (The),Consumer Staples,Household Products,11676165120.0,NYQ
CM.TO,Canadian Imperial Bank of Commerce,Financial Services,Banks - Diversified,109926135046.0,TSX
CMCL,Caledonia Mining Corporation Plc Common Shares,Basic Materials,Precious Metals,342999377.0,
CMCO,Columbus McKinnon Corporation,Industrials,Construction/Ag Equipment/Trucks,381740963.0,
CMCSA,Comcast Corporation Class A,Communication Services,Cable & Satellite,84197425152.0,NMS
CMCX.L,CMC Markets Plc,Financial Services,Capital Markets,2651994574.0,LSE
CME,CME Group Inc. Class A,Financials,Financial Exchanges & Data,86815023104.0,NMS
CMG,Chipotle Mexican Grill Inc.,Consumer Discretionary,Restaurants,45216370688.0,NYQ
CMI,Cummins Inc.,Industrials,Construction Machinery & Heavy Transportation Equipment,93273718784.0,NYQ
CMS,CMS Energy Corporation,Utilities,Multi-Utilities,23292538880.0,NYQ
CNA.L,Centrica plc,Utilities,Utilities - Independent Power Producers,10495965887.0,LSE
CNC,Centene Corporation,Healthcare,Healthcare Plans,33257226240.0,NYQ
CNH,CNH Industrial N.V. Common Shares,Industrials,Agricultural & Farm Machinery,12957483008.0,NYQ
CNK,Cinemark Holdings Inc Cinemark Holdings Inc.,Communication Services,Movies & Entertainment,3391516672.0,NYQ
CNM,Core & Main Inc. Class A,Industrials,Trading Companies & Distributors,8875746304.0,NYQ
CNMD,CONMED Corporation,Health Care,Health Care Equipment,1158601785.0,
CNO,CNO Financial Group Inc.,Financials,Life & Health Insurance,4850387968.0,NYQ
CNP,CenterPoint Energy Inc (Holding Co),Utilities,Multi-Utilities,28482539520.0,NYQ
CNQ.TO,Canadian Natural Resources Limited,Energy,Oil & Gas E&P,89346425929.0,TSX
CNR,Core Natural Resources Inc.,Energy,Coal & Consumable Fuels,4126871040.0,NYQ
CNR.TO,Canadian National Railway Company,Industrials,Railroads,77480642763.0,TSX
CNS,Cohen & Steers Inc,Financials,Asset Management & Custody Banks,3978794240.0,NYQ
CNX,CNX Resources Corporation,Energy,Oil & Gas Exploration & Production,4525868544.0,NYQ
CNXC,Concentrix Corporation,Industrials,Data Processing & Outsourced Services,1354607370.0,
CNXN,PC Connection Inc.,Information Technology,Technology Distributors,1948712131.0,
COA.L,Coats Group plc,Consumer Cyclical,Textile Manufacturing,1962324078.0,LSE
COCO,"The Vita Coco Company, Inc.",Consumer Staples,Soft Drinks & Non-alcoholic Beverages,4077842944.0,NMS
COF,Capital One Financial Corporation,Financials,Consumer Finance,124140240896.0,NYQ
COFS,ChoiceOne Financial Services Inc.,Finance,Major Banks,493876654.0,
COHR,Coherent Corp.,Information Technology,Electronic Components,63484960768.0,NYQ
COHU,Cohu Inc.,Information Technology,Semiconductor Materials & Equipment,2649839104.0,NMS
COIN,Coinbase Global Inc. Class A,Financials,Financial Exchanges & Data,41908707328.0,NMS
COKE,Coca-Cola Consolidated Inc.,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,11934978048.0,NMS
COL.MC,"Colonial SFL, Socimi S. A.",Real Estate,REIT - Office,3838471753.0,BME
COLB,Columbia Banking System Inc.,Financials,Regional Banks,9278166016.0,NMS
COLL,Collegium Pharmaceutical Inc.,Health Care,Pharmaceuticals,1142642034.0,
COLM,Columbia Sportswear Company,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",3220335616.0,NMS
CON,Concentra Group Holdings Parent Inc.,Health Care,Health Care Services,4037193984.0,NYQ
CON.DE,Continental Aktiengesellschaft,Consumer Cyclical,Auto Parts,16590886085.0,XETR
COO,The Cooper Companies Inc.,Health Care,Health Care Supplies,13788664832.0,NMS
COP,ConocoPhillips,Energy,Oil & Gas Exploration & Production,132842782720.0,NYQ
COR,Cencora Inc.,Health Care,Health Care Distributors,59037605888.0,NYQ
CORD.L,Cordiant Digital Infrastructure Limited,Financial Services,Asset Management,1273790220.0,LSE
CORT,Corcept Therapeutics Incorporat,Healthcare,Biotechnology,9863463936.0,NCM
COST,Costco Wholesale Corporation,Consumer Staples,Consumer Staples Merchandise Retail,406337454080.0,NMS
COST.L,Costain Group PLC,Industrials,Engineering & Construction,759420322.0,LSE
COTY,Coty Inc. Class A,Consumer Staples,Personal Care Products,1972244821.0,
CP.TO,Canadian Pacific Kansas City Limited,Industrials,Railroads,82418942253.0,TSX
CPAY,Corpay Inc.,Financials,Transaction & Payment Processing Services,23114590208.0,NYQ
CPB,The Campbell's Company,Consumer Staples,Packaged Foods & Meats,6581411840.0,NMS
CPF,Central Pacific Financial Corp New,Financials,Regional Banks,999416058.0,
CPG.L,Compass Group PLC,Consumer Cyclical,Restaurants,53134786560.0,LSE
CPK,Chesapeake Utilities Corporation,Utilities,Gas Utilities,3093493248.0,NYQ
CPR.MI,Davide Campari-Milano N.V.,Consumer Defensive,Beverages - Wineries & Distilleries,7755074474.0,MIL
CPRI,Capri Holdings Limited,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",2070921856.0,NYQ
CPRT,Copart Inc. (DE),Industrials,Diversified Support Services,26505431040.0,NMS
CPRX,Catalyst Pharmaceuticals Inc.,Health Care,Biotechnology,3852477184.0,NCM
CPT,Camden Property Trust,Real Estate,Multi-Family Residential REITs,11193273344.0,NYQ
CR,Crane Company,Industrials,Industrial Machinery & Supplies & Components,12650348544.0,NYQ
CRAN,Crane Harbor Acquisition Corp. II Class A,Finance,Blank Checks,0.0,
CRBG,Corebridge Financial Inc.,Financial Services,Asset Management,13762363392.0,NYQ
CRC,California Resources Corporation,Energy,Oil & Gas Exploration & Production,4659068928.0,NYQ
CRDA.L,Croda International Plc,Basic Materials,Specialty Chemicals,5497956384.0,LSE
CRGY,Crescent Energy Company Class A,Energy,Oil & Gas Exploration & Production,3127482880.0,NYQ
CRH,CRH PLC,Materials,Construction Materials,69967241216.0,NYQ
CRI,Carter's Inc.,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",1481006202.0,
CRK,Comstock Resources Inc.,Energy,Oil & Gas Exploration & Production,3794550272.0,NYQ
CRL,Charles River Laboratories International Inc.,Health Care,Life Sciences Tools & Services,11242829824.0,NYQ
CRM,Salesforce Inc.,Information Technology,Application Software,133759082496.0,NYQ
CRNC,Cerence Inc.,Technology,Computer Software: Prepackaged Software,473116360.0,
CROX,"Crocs, Inc.",Consumer Cyclical,Footwear & Accessories,6597791232.0,NMS
CRS,Carpenter Technology Corporation,Industrials,Industrial Machinery & Supplies & Components,28748591104.0,NYQ
CRSR,Corsair Gaming Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",1032482158.0,
CRUS,Cirrus Logic Inc.,Information Technology,Semiconductors,7586071040.0,NMS
CRVL,CorVel Corp.,Health Care,Health Care Services,3177354496.0,NMS
CRWD,CrowdStrike Holdings Inc. Class A,Information Technology,Systems Software,190597758976.0,NMS
CS.PA,AXA SA,Financial Services,Insurance - Diversified,103581460693.0,PAR
CSCO,"Cisco Systems, Inc.",Technology,Communication Equipment,478135418880.0,NMS
CSGP,CoStar Group Inc.,Real Estate,Real Estate Services,11593218048.0,NMS
CSN.L,Chesnara plc,Financial Services,Insurance - Life,1025479365.0,LSE
CSR,D/B/A Centerspace,Real Estate,Multi-Family Residential REITs,933750990.0,
CSU.TO,Constellation Software Inc.,Technology,Software - Application,43052930555.0,TSX
CSW,"CSW Industrials, Inc.",Industrials,Specialty Industrial Machinery,4584795648.0,NYQ
CSX,CSX Corporation,Industrials,Railroads,91810643968.0,NMS
CTAS,Cintas Corporation,Industrials,Diversified Support Services,71880589312.0,NMS
CTEC.L,Convatec Group PLC,Healthcare,Medical Instruments & Supplies,5618003277.0,LSE
CTKB,Cytek Biosciences Inc.,Industrials,Biotechnology: Laboratory Analytical Instruments,596638752.0,
CTRE,CareTrust REIT Inc.,Real Estate,Health Care REITs,9501582336.0,NYQ
CTS,CTS Corporation,Information Technology,Electronic Manufacturing Services,1719577607.0,
CTSH,Cognizant Technology Solutions Corporation Class A,Information Technology,IT Consulting & Other Services,20135610368.0,NMS
CTVA,"Corteva, Inc.",Basic Materials,Agricultural Inputs,57304494080.0,NYQ
CTY.L,City of London Ord,,,4040619877.0,LSE
CUBE,CubeSmart Common Shares,Real Estate,Industrial REITs,9147578368.0,NYQ
CUBI,Customers Bancorp Inc,Financials,Regional Banks,2591678208.0,NYQ
CURB,Curbline Properties Corp.,Real Estate,Retail REITs,3467884800.0,NYQ
CURV,Torrid Holdings Inc.,Consumer Discretionary,Clothing/Shoe/Accessory Stores,197050354.0,
CURY.L,Currys plc,Consumer Cyclical,Specialty Retail,2255886310.0,LSE
CUZ,Cousins Properties Incorporated,Real Estate,Office REITs,4979746816.0,NYQ
CVBF,CVB Financial Corporation,Financials,Regional Banks,3964948224.0,NMS
CVCO,Cavco Industries Inc. Common Stock When Issued,Consumer Discretionary,Homebuilding,4372174336.0,NMS
CVE.TO,Cenovus Energy Inc.,Energy,Oil & Gas Integrated,51103747496.0,TSX
CVEO,Civeo Corporation (Canada) Common Shares,Consumer Discretionary,Hotels/Resorts,346683617.0,
CVI,CVR Energy Inc.,Energy,Oil & Gas Refining & Marketing,3113432576.0,NYQ
CVNA,Carvana Co. Class A,Consumer Discretionary,Automotive Retail,72204697600.0,NYQ
CVS,CVS Health Corporation,Healthcare,Healthcare Plans,132887830528.0,NYQ
CVSA,Covista Inc.,Consumer Defensive,Education & Training Services,4454643200.0,NYQ
CVSG.L,CVS Group plc,Healthcare,Medical Care Facilities,1191345481.0,LSE
CVX,Chevron Corporation,Energy,Integrated Oil & Gas,351317819392.0,NYQ
CW,Curtiss-Wright Corporation,Industrials,Aerospace & Defense,27881713664.0,NYQ
CWCO,Consolidated Water Co. Ltd.,Utilities,Water Supply,462245489.0,
